date,sales,sell_price,calendar_type,demand_signal,split
2016-02-22,25,1.58,weekday,high,test
2016-02-23,22,1.58,weekday,high,test
2016-02-24,18,1.58,weekday,high,test
2016-02-25,23,1.58,weekday,normal,test
2016-02-26,26,1.58,weekday,normal,test
2016-02-27,30,1.58,weekend,normal,test
2016-02-28,27,1.58,weekend,normal,test
2016-02-29,15,1.58,weekday,normal,test
2016-03-01,4,1.58,event_or_snap,low,test
2016-03-02,14,1.58,weekday,low,test
2016-03-03,31,1.58,event_or_snap,low,test
2016-03-04,21,1.58,weekday,low,test
2016-03-05,37,1.58,event_or_snap,low,test
2016-03-06,28,1.58,event_or_snap,low,test
2016-03-07,15,1.58,event_or_snap,low,test
2016-03-08,13,1.58,weekday,low,test
2016-03-09,13,1.58,event_or_snap,low,test
2016-03-10,33,1.58,weekday,low,test
2016-03-11,44,1.58,event_or_snap,low,test
2016-03-12,42,1.58,event_or_snap,normal,test
2016-03-13,50,1.58,event_or_snap,normal,test
2016-03-14,30,1.58,weekday,normal,test
2016-03-15,34,1.58,event_or_snap,normal,test
2016-03-16,23,1.58,weekday,high,test
2016-03-17,36,1.58,event_or_snap,high,test
2016-03-18,27,1.58,weekday,high,test
2016-03-19,36,1.58,weekend,high,test
2016-03-20,36,1.58,weekend,high,test
2016-03-21,27,1.58,weekday,normal,test
2016-03-22,21,1.58,weekday,normal,test
2016-03-23,28,1.58,weekday,normal,test
2016-03-24,31,1.58,event_or_snap,normal,test
2016-03-25,35,1.58,weekday,normal,test
2016-03-26,55,1.58,weekend,normal,test
2016-03-27,56,1.58,event_or_snap,high,test
2016-03-28,26,1.58,weekday,high,test
2016-03-29,9,1.58,weekday,high,test
2016-03-30,12,1.58,weekday,high,test
2016-03-31,34,1.58,weekday,normal,test
2016-04-01,32,1.58,event_or_snap,normal,test
2016-04-02,36,1.58,weekend,normal,test
2016-04-03,35,1.58,event_or_snap,normal,test
2016-04-04,28,1.58,weekday,normal,test
2016-04-05,32,1.58,event_or_snap,normal,test
2016-04-06,30,1.58,event_or_snap,normal,test
2016-04-07,37,1.58,event_or_snap,normal,test
2016-04-08,27,1.58,weekday,normal,test
2016-04-09,55,1.58,event_or_snap,normal,test
2016-04-10,38,1.58,weekend,high,test
2016-04-11,23,1.58,event_or_snap,high,test
2016-04-12,23,1.58,event_or_snap,high,test
2016-04-13,26,1.58,event_or_snap,high,test
2016-04-14,26,1.58,weekday,normal,test
2016-04-15,27,1.58,event_or_snap,normal,test
2016-04-16,31,1.58,weekend,normal,test
2016-04-17,35,1.58,weekend,normal,test
2016-04-18,17,1.58,weekday,normal,test
2016-04-19,31,1.58,weekday,normal,test
2016-04-20,36,1.58,weekday,normal,test
2016-04-21,32,1.58,weekday,normal,test
2016-04-22,17,1.58,weekday,normal,test
2016-04-23,55,1.58,weekend,normal,test
2016-04-24,35,1.58,weekend,normal,test
2016-04-25,28,1.58,weekday,normal,test
2016-04-26,32,1.58,weekday,high,test
2016-04-27,25,1.58,weekday,high,test
2016-04-28,24,1.58,weekday,normal,test
2016-04-29,40,1.58,weekday,normal,test
2016-04-30,60,1.58,event_or_snap,high,test
2016-05-01,31,1.58,event_or_snap,high,test
2016-05-02,30,1.58,weekday,high,test
2016-05-03,24,1.58,event_or_snap,high,test
2016-05-04,31,1.58,weekday,high,test
2016-05-05,41,1.58,event_or_snap,high,test
2016-05-06,39,1.58,event_or_snap,high,test
2016-05-07,54,1.58,event_or_snap,high,test
2016-05-08,32,1.58,event_or_snap,high,test
2016-05-09,36,1.58,event_or_snap,high,test
2016-05-10,41,1.58,weekday,high,test
2016-05-11,48,1.58,event_or_snap,high,test
2016-05-12,39,1.58,event_or_snap,high,test
2016-05-13,45,1.58,event_or_snap,high,test
2016-05-14,44,1.58,weekend,high,test
2016-05-15,35,1.58,event_or_snap,high,test
2016-05-16,20,1.58,weekday,high,test
2016-05-17,33,1.58,weekday,high,test
2016-05-18,34,1.58,weekday,high,test
2016-05-19,20,1.58,weekday,high,test
2016-05-20,41,1.58,weekday,normal,test
2016-05-21,41,1.58,weekend,normal,test
2016-05-22,56,1.58,weekend,normal,test
